,Unnamed: 0,descriptioncount,descriptionsentiment,videoId,tagcount,tagsentiment,categoryId,commentCount,likeCount,dislikeCount,viewCount,duration
8691,2058,0,0,Hurz0ZQbbMU,0,0,20,17759,139047,2126,3160949,8
7290,21253,1,0,Ljbba1iEm58,0,0,20,1528,16346,151,722950,10
6131,9985,0,0,fLySHkQNN0A,0,0,22,366,529,20,20133,2
17287,15616,0,0,ZyhlwJ7QQhs,0,0,22,6002,11559,159,405114,10
10209,9032,2,0,UOwUoGt0ZHo,0,0,22,4637,68808,1001,2495992,13
2310,24095,0,0,iwA92ok4evU,0,0,20,685,5491,36,343613,7
1276,17545,0,0,Oe9j37SlRUM,0,0,22,412,10099,8531,24164335,4
7796,4858,2,0,ekvwevw2WzM,1,0,24,1896,36600,579,1890977,4
3805,2547,0,0,hdsFIWQ6nxM,0,0,20,1,129346,2976,3620243,3
21808,11438,1,0,atXzzqN9vv8,1,0,24,2261,47690,2411,945868,43
11482,15447,1,0,uoVFFF_g7ls,0,0,22,6163,16383,315,810053,15
778,16094,1,0,ZEN9WvyolM8,0,0,22,1321,4839,260,922573,17
6812,13597,1,0,KWHG37od_Kk,0,0,20,615,3954,263,278266,11
1567,1300,0,0,zSaqfAFaTwI,0,0,23,5427,150607,2495,4116322,7
14238,10228,2,0,s50KL_sgF4s,0,0,23,25804,191220,9648,12474087,2
18445,9604,0,0,_3ttN-xSw1U,0,0,24,1466,7469,116,327380,9
2253,12308,0,0,hIMoTAKJaCA,1,0,22,7039,93446,1034,1867053,3
13948,9960,0,0,ZXnnOArvKNA,0,0,24,490,1793,11,38837,5
3777,21530,1,0,DPLXcfFvzYw,0,0,20,13697,63019,1164,2389835,31
6049,1040,1,0,NrEdmmwq26Y,0,0,24,6096,64936,4242,8335559,6
11370,22016,1,0,wtfZwMYeznw,0,2,20,237,3161,39,138535,10
12949,1103,0,0,XkYcWzBCEb8,0,0,24,10285,39471,1774,7281410,4
4937,4859,0,0,mlh_r71xbqk,1,0,24,5699,93319,3928,5436812,3
12198,1472,0,0,MXzwAXzUwwE,0,0,23,33115,231817,7151,22083405,7
19078,10559,1,0,8mSOIo6AsmA,0,0,20,12820,107250,1504,2146186,37
16361,8553,1,0,VN04c0f6lAQ,0,0,24,479,4968,50,108240,1
21388,17390,0,0,0uB90rT1ODI,0,0,26,209,2736,776,3964359,5
19933,10753,1,0,7N0BQhy18aM,0,0,24,11941,107793,1419,1655760,44
2281,11107,1,0,3VWO7vNMYy0,4,0,24,1319,22783,594,754818,44
17202,17453,0,0,wiMI2MC0sSM,0,0,22,250,1195,355,1715236,2
20602,23888,0,0,eMGHlBpIk4M,0,0,20,593,3606,62,193162,18
20400,14601,0,0,k2_fXct7zxY,0,0,24,2959,13511,1057,1775989,3
11675,614,1,0,0DQM_FEusiA,1,0,24,1487,19862,181,968728,4
14916,7963,1,0,fLRYXiJwYXQ,0,0,26,5645,28682,436,1611957,12
2351,9876,0,0,PFweu7jhs6I,0,0,24,446,1311,11,45631,2
17806,6398,1,0,fSfknYOdYxo,0,0,20,4248,21503,421,1583431,2
2328,13162,4,0,q0yeHH-Q2vg,0,0,20,1918,5194,270,363859,47
19306,24086,0,0,X6Hj0houGxM,0,2,20,801,4811,23,206883,13
13563,23560,0,0,8BEPQLD3Cf0,0,0,20,96,696,10,45324,20
13494,22327,0,0,X45QjoxxC1s,0,0,20,209,2187,31,116791,13
9009,5753,0,0,lPcP1YH49I0,0,0,24,4400,86724,1913,2147353,11
14331,14730,0,0,XswUjK_Vsng,0,0,24,454,1453,80,326754,1
3522,7101,3,0,eajIxcf0ZZA,0,0,26,9002,41105,1248,6869667,2
14336,4883,0,0,9dLZYpp6HW4,0,0,24,1733,50803,640,1997019,5
15767,22618,0,0,rt8rmLa48uw,0,0,43,508,4449,31,110579,13
5103,21820,0,0,Fy2dl0h0h54,0,0,20,2099,9489,70,292099,12
13732,4495,0,0,Es4NQJ81k6o,0,0,20,19616,66210,1391,5529903,10
19361,17428,0,0,mq4aOJHsZw0,0,0,26,449,5717,2433,9621547,4
11236,15742,0,0,Box0FJuc0zk,0,0,22,3072,9421,231,521278,18
16290,21837,1,0,OmKDnZhE4hA,0,0,20,299,2698,67,143978,15
20989,13349,1,0,e0HOR7Jq_5k,0,0,20,7377,48736,2749,5794222,36
21644,16551,0,0,3lTHzqf1eUA,0,0,22,1042,1126,38,91717,21
21354,22495,4,0,BqunJnXD6po,0,0,43,920,6274,42,321069,10
15102,20710,3,0,ep5Vim7ZFMY,0,0,20,265,5902,49,245883,15
20619,15280,1,0,8VP94JmoX2A,0,0,22,3742,13271,190,411743,14
15425,9223,1,0,ZnG8FlOXYlA,0,0,24,1156,15772,141,266222,9
5929,15347,1,0,1vLPw5UsFyQ,0,0,22,8946,26244,403,1003087,20
12858,24233,0,0,cjeVjNPDuJk,0,0,1,33,334,6,11673,7
19669,7254,2,0,bvJMftkYMEA,0,0,23,16061,144140,1121,2111277,8
8259,21342,1,0,ZdspuImskEI,0,0,20,7510,15614,221,710593,14
11668,16713,0,0,b9PcNbIOzCI,0,0,22,296,387,19,59275,11
20194,10049,2,0,jtJgiQhCnGE,0,0,24,49057,833271,14481,28768553,4
12675,6500,0,0,1fi1LQ6659U,0,0,20,2315,9192,168,746207,9
88,16427,1,0,T0HLjGt1vgQ,0,0,22,1259,3963,207,680231,14
13107,20726,3,0,jxM8-Dkl5pk,0,0,20,1526,14573,154,744417,19
13170,1325,0,0,mSnQ1hsmCTE,0,0,23,7542,132847,966,4046937,10
2255,13533,0,0,N66FI_8Kj48,0,0,20,967,4780,123,481531,44
10353,14994,0,0,J7Ils8zBtLk,0,0,24,313,4275,677,2808397,3
18692,22806,1,0,bPN35wPm4is,0,0,43,367,2815,58,206950,10
10973,22709,10,0,9D0xxDoIySY,1,0,20,534,3036,30,153846,13
8151,21093,4,0,epWTgwuPNkc,1,0,20,966,12781,131,365337,17
16014,6470,0,0,GoJPqxM5Syc,0,0,20,2978,10054,162,674161,2
6232,6287,3,0,xTjoRv491xE,0,0,20,4135,24729,835,778216,2
8548,8539,1,0,MkT3N7CQziA,0,0,24,299,2534,44,97546,2
15695,16086,0,0,hLqz52Z5YSI,0,0,22,766,2405,93,240538,16
11981,340,0,0,Zljmw3ubGO4,0,0,24,1469,8556,849,449239,8
7869,16324,0,0,4kX5-7Xqxw8,0,0,22,552,936,43,102157,11
6246,17109,0,0,lQs53vghQ6k,0,0,22,78,888,250,705266,4
7152,19643,4,0,wHipm5YzlU4,0,2,20,580,5242,40,142728,22
12626,20453,1,0,hbo4_xB_ijU,0,2,20,1497,11251,336,538954,21
21877,22,1,0,c44bhvx6vuw,0,0,24,19798,557110,12054,28355666,2
12434,16433,0,0,vpod7WUmtw0,0,0,22,1792,1715,63,120894,15
15869,7323,2,0,o5v_WkILMdI,0,0,23,2442,101303,490,1537423,3
3895,3157,1,0,_Bo-l5-xWvI,0,0,20,22112,110870,1797,5190534,12
133,8866,1,0,xHX_CNnziRM,0,0,22,2758,36432,281,503713,10
18148,13940,0,0,LzQD1CwOBGY,0,0,28,660,14102,240,524002,2
10019,313,0,0,iBEc8OUyzkU,0,0,24,491,7553,1997,505354,5
9077,12497,0,0,6j5SvjWcMtc,2,0,20,6114,46907,788,1401745,33
16008,4974,1,0,oou7yliYf_Q,0,0,24,9933,155917,5512,12227339,6
16762,23207,0,0,DG0jzEKMFik,0,2,43,180,1430,17,74593,12
16491,6524,1,0,VaOkeWr22_s,0,0,20,26744,73714,1919,5447961,10
7150,23176,2,0,-OASuCEWtaw,0,0,43,312,2908,55,261643,18
4025,22422,0,0,E1BcBHQcCrw,0,0,20,348,2367,60,178336,13
5847,23377,0,0,70fV-fYecT0,0,0,43,382,1728,33,190194,30
3731,3697,1,0,AoUXqVXW-mE,0,0,20,6795,28293,349,1042640,21
12272,22350,1,0,AiMVrI5RzrU,0,0,20,504,2878,34,197246,18
20225,9569,1,0,1JHGLyiMlhs,0,0,24,8235,26762,856,1037404,2
8268,20751,4,0,jIgJoQPJT08,0,2,20,1870,16651,161,664705,21
17463,3143,1,0,cYjTmlpMJ3o,0,0,20,12491,144244,1314,3783484,5
3505,10873,2,0,eKKvGLfVMGY,0,0,24,3672,54648,1361,1409682,17
11896,16967,0,0,FTvMC-rGvf0,0,0,22,515,1924,103,289630,8
4039,5101,1,0,G3EeGUn4b7Y,0,0,43,24028,160916,6784,19255757,5
219,9345,2,0,8dXmmIyAFhs,0,0,24,18985,166514,3151,5077535,20
13365,5070,1,0,cTVgw1DTSXs,0,0,43,16354,146008,2971,11452523,4
15940,4408,0,0,Wvr-RBs2Yvk,0,0,24,4144,14819,234,1037534,14
15172,23309,0,0,TrGJyE_JKc0,0,0,43,431,2749,35,146396,9
10068,20943,2,0,y7FPpKD64p0,0,0,20,2610,72398,450,2092740,15
15599,4663,1,0,Q6ikgH5O__I,1,0,23,7066,87637,2706,5227453,4
18959,7967,1,0,JQ4n2pxWntw,0,0,26,9425,36735,2252,10739792,5
1345,15551,1,0,sx72etL2ApY,0,0,22,5436,19028,338,1320921,14
9672,4947,3,0,GtYweD-sUr0,0,0,24,4531,49463,739,2449589,5
12825,15787,0,0,TMitzyz5_kY,0,0,22,2753,8036,180,597980,15
8600,14817,0,0,gpe22wNiMGQ,0,0,24,2248,31369,6159,30256019,4
21679,21315,1,0,QXVoPWcJ5wc,0,0,20,2456,17487,208,384880,21
8101,11293,1,0,JAmfdCw6I78,0,0,24,4930,129214,1777,3405848,32
12431,1332,0,0,c8gNU_HIZtk,0,0,23,1504,56474,369,1916693,7
8307,21685,0,0,YyUllZRsqHo,0,0,20,1799,8193,87,325852,12
7030,11817,1,0,dL1xPYOoN24,2,0,24,3319,39730,750,999943,42
1867,12302,0,0,iuDX-FCjpzs,0,0,22,2066,33115,556,841854,18
2155,15348,1,0,dUrJXxvzZ9c,0,0,22,5699,21296,207,558813,9
3279,8724,1,0,MysjWR8sEao,2,0,22,3348,28934,401,545315,10
16777,4832,2,0,rg1CE7Y7B-Q,0,0,24,32071,246018,10027,12634301,2
10311,21681,0,0,jRBrYWcY83M,0,0,20,861,8014,74,257102,11
20416,15767,0,0,o2P5OzQBoR4,0,0,22,4100,13215,280,784750,16
8086,11129,1,0,TcBGXUG0mu4,0,0,24,4443,54158,1353,1494696,31
7242,1863,0,0,C2kD4JrDZoQ,0,0,20,9595,78610,878,2831764,22
14642,1519,0,0,xplUpR3m0io,0,0,23,15034,111975,1651,12510038,4
3700,21023,3,0,7ZyA61BReh8,0,0,20,31453,122428,1447,4884209,28
11051,6816,2,0,ezPXHkG77Ro,0,0,26,1629,47808,943,1091616,3
9543,14058,0,0,CIU6v3It9vs,0,0,28,1131,15504,1324,757149,3
3353,13459,3,0,PPgKKtrHBN8,0,0,20,262,2120,26,72236,4
10914,10862,1,0,bOcWlZ9Axn8,0,0,24,3149,37658,1031,917716,17
12153,6941,2,0,Rc0vliuLm28,0,0,26,8008,167119,2995,10415769,4
1852,13478,1,0,_TTYYWpl0nE,0,0,20,2031,12931,462,1435067,32
5318,1150,3,0,cmx93MN93Wc,0,0,24,1121,1799,107,114080,2
21215,7153,1,0,asys1yIOnAI,0,0,26,2056,6587,676,2642171,7
6739,20961,1,0,l70R7BE6cng,0,0,20,704,7128,148,351668,11
9842,21848,4,0,Hk9yx3eFcXg,0,0,20,1652,12856,158,679183,11
2595,12973,0,0,HHwkPDkLB64,1,0,20,10947,58094,2832,5365119,31
10516,5038,1,0,EkMbSKWZdl4,0,0,24,48918,393465,8129,17288360,3
21845,585,1,0,hZ8Xj_I3aNU,0,0,24,13869,192242,3711,14503556,8
12211,22644,2,0,v6K166vsDIo,0,1,20,493,4086,51,268729,11
12049,16682,0,0,Is2sUQ9vpsQ,0,0,22,861,1286,42,137208,18
4021,21059,4,0,eVNfy5TBD2w,0,0,20,555,6274,75,375309,26
4954,2925,1,0,AqEeXAOItEs,0,0,20,4701,176919,2273,4894407,12
18625,15380,1,0,TC1N0T1zpq0,0,0,22,5482,17161,183,509694,11
8279,14191,0,0,U8uIXVifkG0,0,0,28,758,5580,374,191839,0
4947,6329,0,0,lVT_vJhJFyY,0,0,20,6025,50842,761,4114739,9
13639,10309,0,0,UuMOJiYSAHw,0,0,23,15066,135381,5455,24020637,1
19696,11862,1,0,b1ZbSAZmQSk,0,0,24,4067,51583,938,1927537,30
3062,21189,2,0,83fRJUrZ1_A,0,0,20,271,5030,61,280508,17
19288,13553,0,0,tIrxa8WOFpI,0,0,20,737,3436,53,222407,36
7824,23756,0,0,_V8ZU4bBOko,0,2,20,256,2230,41,213071,8
4573,17140,0,0,olvq-yubK9w,0,0,22,177,1530,370,1383961,3
10418,10113,2,0,QCl2CAsnpOA,0,0,24,168808,844903,12127,30165095,4
4556,3793,2,0,6ndUlcSrMtY,0,0,20,11912,51675,723,3352911,7
6843,7756,1,0,x9QmblVvcRk,0,0,26,4820,33300,399,1808341,8
2563,6021,0,0,3PKjlaUqhDk,0,0,20,2256,65317,1398,2186035,4
18452,24117,0,0,lPu3xMZPSog,0,0,20,459,2094,27,213220,12
21699,8202,1,0,Es82lBmMx7Q,0,0,24,2652,115481,415,1805128,5
19104,14363,0,0,4Jw1YHK0Pww,0,0,28,4203,33686,2004,3365645,4
10340,22551,3,0,RROxV8pCx8o,0,0,20,608,4945,50,222021,13
19553,8093,1,0,N5XjYhm27mo,1,0,26,3768,9696,384,1086146,3
2722,12809,0,0,gPXbSUk23Vo,2,0,20,9868,49891,863,2176690,30
6332,19866,3,0,1cRAM7ZiHr0,0,0,20,2356,16051,511,732715,11
4115,21471,0,0,onCPTiVr1Tg,0,0,20,1889,12864,163,555547,14
2853,8431,2,0,rx1qHNFZwlw,0,0,24,1318,9409,54,256141,4
12247,10640,1,0,P3PV2Oukr24,0,0,24,43672,203369,1987,2717782,37
5908,12134,1,0,qS3nqczcFOc,0,0,20,5519,75580,782,1960515,35
2650,16117,0,0,e-W8gMqA64w,0,0,22,2781,8535,474,2311680,17
2078,20538,3,0,eRwTlLG4hl0,0,2,20,1212,10805,76,411200,23
5094,13905,0,0,9sfAIwIjn_o,0,0,28,1460,22856,600,830609,2
10200,2660,0,0,w_bj91nnEB8,0,0,20,1,60373,2507,2898045,14
5558,11161,1,0,A8kkOoWtbrI,0,0,24,2902,57326,1274,1782337,18
13136,10096,2,0,8SttFh0Zb3w,0,0,24,101420,724602,8122,19550522,7
14538,6452,1,0,O6YveIw1Kds,0,0,22,9474,27595,447,1583136,8
9619,8932,1,0,Kcwo_mhyqTw,1,0,22,125020,866800,34716,25331323,4
4248,22090,2,0,h8Ndt3LUlmY,0,0,20,502,4429,48,259250,14
3196,5439,1,0,zEKdOxQhf0s,1,0,23,6539,52709,897,2671431,2
5126,8650,0,0,27oNHtW4TU8,2,0,22,5563,29332,443,522989,11
18779,22071,2,0,ROIMwFNk9dI,0,0,20,836,5237,74,260280,13
2360,7029,1,0,UIFTpv0dtlE,0,0,26,6092,26101,2201,2116996,9
12445,1152,3,0,VmiYqcezZtw,0,0,43,5277,13274,738,2537107,5
19201,12597,1,0,WurkEyA1Xds,1,0,20,1703,19714,385,288346,35
15549,20903,2,0,DRpvNsCALyY,0,0,20,1286,8672,175,382348,12
12730,23247,1,0,8bMUpRfEikM,0,0,43,544,2197,43,152561,11
21201,15817,0,0,hjz0oQo_k4A,0,0,22,11505,57403,7257,18077740,15
11960,9735,1,0,yEfvcyLQxdk,0,0,24,595,1885,33,66712,7
6292,14171,0,0,QbKX0qb2uRE,0,0,28,838,8091,195,376334,3
4735,5504,1,0,I8-ZCUJoQQg,0,0,22,1163,6744,48,298807,5
14803,14399,0,0,DW1oMVqrb9E,0,0,28,76,680,19,46024,1
8692,12573,0,0,KpzrILQtPG8,1,0,20,1874,45936,802,3255160,15
1295,6669,0,0,BMXLN-leSCk,0,0,22,3271,28439,797,2525296,5
19453,9548,1,0,07p8JP5J5DM,0,0,1,4440,19836,276,592314,12
13380,7662,1,0,AEWRMOaYzjk,0,0,23,614,4193,345,258695,7
3400,22030,1,0,co2ZdOdFZF8,0,2,20,352,3980,33,171869,13
4281,7478,2,0,lQWKw6tZm80,1,0,23,4174,121863,941,3889693,8
10030,6865,0,0,zxowVvM-0Z8,0,0,26,4573,49430,1143,1118225,2
14126,11672,1,0,npF5NZufXpk,0,0,24,4173,86581,1232,2604080,33
4083,12815,0,0,8St0d709Hy0,1,0,20,16081,141877,5151,9407117,40
21579,14188,0,0,QJRN6c1P5ts,0,0,28,503,9428,186,557562,2
10408,4468,0,0,mGYcNB3Y-Ag,0,0,20,3393,18818,138,829204,12
19728,2254,0,0,CWE8Wb-wKOc,0,0,20,13,168879,1802,3060506,5
13244,21829,0,0,5mlJzyxlzSI,0,0,20,1808,12775,109,490399,13
15462,21716,4,0,-ld1l4cFdzg,0,0,20,504,3809,41,132243,11
1518,10447,1,0,NPIcNjVqDvM,0,0,20,1938,38123,638,809893,13
16643,21839,4,0,Le5lgeO8zVw,0,0,20,1837,9038,146,619628,13
20034,23533,0,0,IrxCsal-8Jg,0,0,43,410,3152,45,343685,13
19789,22357,1,0,_l1MWwGzYUw,0,0,20,673,3402,47,273757,11
7886,1515,0,0,0ssxF8EaMO0,0,0,23,19334,128280,2502,16480290,2
10125,16593,0,0,LY8jaDyMwR0,0,0,22,503,563,44,57917,15
8974,2861,1,0,Wy350_QTBxQ,0,0,20,12306,140553,1135,3840763,6
6372,8311,1,0,FM2BYVctnYU,0,0,24,9176,120598,1983,1536512,1
156,14317,0,0,nKMFf31HjWo,0,0,28,467,3243,67,190539,1
21802,5052,1,0,1P2QHiNU06E,0,0,24,16085,141790,6042,12455144,4
16162,5260,0,0,u9_kahA_wQo,0,0,43,21905,109707,5572,14884215,5
2965,2346,0,0,F9z6LZAasls,0,0,20,18,111639,3539,3959260,5
1149,24059,0,0,KYNoBPmSlZY,0,0,20,1173,6730,73,280818,13
6686,21328,1,0,bTRuyuUjD6M,0,0,20,1363,12149,161,759483,21
16088,13672,0,0,XFte1VPwb60,0,0,20,88,805,18,46813,11
2031,14800,1,0,20pCKx4DTTA,0,0,24,272,3830,194,587433,7
2337,11612,2,0,70BFA_xtGqA,1,0,24,2003,41956,965,2408977,28
19371,15724,0,0,pOYHED-FWsU,0,0,22,3507,10790,206,714590,10
6496,7912,0,0,ng_45hg2XsQ,0,0,26,24520,141349,3999,19882770,7
4170,12969,3,0,zkYa_tpdcfk,0,0,20,6357,43283,1264,3045305,30
12422,23915,2,0,mfE5gNngVSI,0,0,20,692,4093,41,127581,12
16840,16611,0,0,h5v7gDpcKFQ,0,0,22,767,2700,131,448190,8
19464,21634,1,0,ilqsmEFsGkk,0,0,20,487,5807,36,139205,10
10442,1745,0,0,5MzQSH4dXfk,0,0,20,9970,92615,1085,2734139,10
1121,13809,0,0,E2a3MhdsdMU,0,0,28,2126,21076,785,1369035,1
3544,8536,1,0,0MdtHvYEIng,0,0,24,545,2596,66,60148,3
3771,22579,1,0,LsTrJ6wo38Q,0,0,10,1132,6716,84,134337,3
3151,6651,0,0,mEdnYyhgCNg,0,0,20,1002,6269,263,651473,4
16259,4844,1,0,_dvTY1ShWdo,1,0,24,8795,123092,3004,6219675,4
15514,11769,1,0,cTkmH3EMw8E,1,0,24,4582,68985,1827,2929860,14
214,16687,0,0,tI-GzHTFkIE,0,0,22,218,812,41,131480,15
497,7411,2,0,1sGfXRloub8,0,0,23,16729,343743,2220,7256851,8
809,7005,4,0,yrC9eUwPIoo,0,0,26,9783,43236,918,3667253,3
16822,14206,0,0,0DTQbpRlGno,0,0,28,1514,6625,358,552302,5
17378,1892,0,0,_qG2OoLhUk8,0,0,22,30536,160328,2512,3368498,7
9534,10971,1,0,RvKZKGYX2-k,0,0,24,3763,58647,941,1300455,21
1298,22107,2,0,NUyAl8L7Sb8,0,0,20,563,5234,49,318785,11
16959,8346,1,0,uIa0Kj1QCao,0,0,24,21866,174201,1073,5596888,5
10737,8452,3,0,wCDUMzlo8bE,0,0,24,652,1730,10,78714,2
5284,11797,1,0,DMLtdLz7I50,2,0,24,3356,42651,696,1086498,33
15384,22548,3,0,rtRbbs3kKEc,0,0,20,597,4527,51,198748,10
15540,14802,2,0,Xbz1OZwGhiU,0,0,24,4416,22330,2838,14298875,5
15889,14480,1,0,oaqh92J2kWg,0,1,28,947,7349,134,483475,3
13836,8594,0,0,T-VP2pWZs8Q,0,0,22,7455,42239,411,566284,9
18295,16795,0,0,dXosNS4pzTU,0,0,22,578,813,29,135909,18
21637,642,0,0,LDYBbU9ioqc,0,0,24,2064,12675,532,704211,8
5476,15518,1,0,7N1cQ1mOTw8,0,0,22,7462,21464,448,1726823,17
17052,12726,1,0,WpgmttphhTg,2,0,20,9605,49799,3521,1845853,31
20191,13922,0,0,_83HXg1APqo,0,0,28,2198,26864,1039,1725086,3
1181,23950,1,0,fpkxwRI7s0U,0,0,20,717,3250,97,154805,10
16087,14213,0,0,u3Zc3IKoGik,0,0,26,827,5724,268,222796,5
14171,13220,0,0,YFDQri9Bp-0,1,0,20,3643,15968,757,1380252,34
8314,12151,2,0,Vq8eg0F-72Y,0,0,20,4295,69668,855,1663315,33
2568,941,0,0,AUXbpQE-KQA,0,0,24,311,5736,118,458270,2
2784,1125,1,0,ycnQHKmM6nc,0,0,24,217,903,26,108285,1
12385,14223,0,0,127vFVnrr14,0,0,28,9135,4573,109,119219,1
17043,9730,0,0,ntqyNBAzyao,0,0,24,1364,5421,63,271901,9
20048,9716,1,0,_VlFTAsiHhk,0,0,22,4672,11432,278,460558,8
9936,5911,0,0,2ZBHNE0-LS4,0,0,24,5958,132256,3805,5526771,7
20916,1113,1,0,IUTciyhIljU,0,0,24,3226,8351,217,673742,1
17179,7779,2,0,hlzXxWGko0w,0,0,26,6011,27372,340,986498,7
1416,2959,0,0,myTOXhitU7E,0,0,23,32091,339224,8425,6510527,1
10411,23701,0,0,zkctlPEuhfA,0,0,43,1213,7024,91,495121,34
18550,13712,0,0,hSqNAglrCPg,0,0,28,3735,24420,1521,1191133,2
3120,19815,2,0,GMCzy93jRTI,1,0,20,2964,18831,116,305877,1
21694,14705,1,0,9rPsIwikk7A,1,0,24,1132,13703,1680,6579084,5
5651,2256,8,0,0g_DF-XIcjE,1,0,20,18,211371,5959,7089861,8
21330,7864,0,0,zgu73n8d-_U,0,0,26,8747,86255,1459,7479848,14
12192,11414,1,0,2FHfP4tJHf4,0,0,24,1918,34346,1382,677758,30
10758,15180,2,0,n58bFRauLL4,0,0,17,4743,60892,1656,13236611,5
9153,4692,2,0,QjKeU0A7P4I,0,0,23,1737,25715,332,1031282,4
3515,13897,0,0,yjDyKljO9Xg,0,0,28,1152,19746,586,885446,3
20546,12448,0,0,7tqY2fKuPco,1,0,20,2675,25570,514,928957,33
20740,4414,0,0,eLgz3Uak9q0,0,0,22,11792,63861,710,2529727,4
16626,8392,1,0,m6bT9rDUHmA,0,0,24,12193,54607,851,1923319,7
1608,16391,1,0,KRU7hWi1r_c,0,0,22,1002,1120,62,135624,4
15864,12829,0,0,5Tzux-9NMKo,2,0,20,3574,16735,224,316895,33
2800,110,2,0,ThnL8JmPUQg,0,0,24,8830,17914,464,1972923,2
20794,16448,2,0,DxApaesUFxo,0,0,22,605,2607,121,357762,6
1928,821,1,0,ekJ-ldOD0TQ,0,0,24,90462,271494,7355,20755522,10
3287,21823,0,0,p2OSGsUhE2w,0,0,20,648,9076,92,335186,14
10041,10657,1,0,ZukxYo_bPZA,0,0,24,9710,63470,1021,1469639,39
4682,17521,0,0,_jN-SqByk9Y,0,0,26,88,1098,363,2123543,3
13401,14501,2,0,Noopw-xQvMs,0,0,28,1018,5430,96,411661,3
5857,7672,1,0,Vc4d-xYNpkY,0,0,23,2743,29496,426,1713061,8
2006,21131,1,0,uxlNpB_cmX8,0,0,20,768,7554,132,444309,33
20929,15716,0,0,TTKTr1_RNxM,0,0,22,1748,6172,152,308012,14
10401,14676,0,0,1tKgR93o0BA,0,0,24,1145,5366,538,1791514,10
8206,8020,1,0,VwiP1B4CkiA,0,0,26,32103,123216,6246,21709034,17
13144,3294,2,0,R1_orwIf60c,0,0,20,30001,104051,1487,3050140,10
12231,3792,2,0,PJ_FYyb0S94,0,0,23,48514,163582,3389,4763992,1
8246,4914,3,0,NuuqhpW9jjA,0,0,24,1202,42880,416,1700043,5
9751,15482,1,0,1opD8YwfPaI,0,0,22,5491,12475,199,439989,14
6326,1266,0,0,Nwo6X043pNg,0,0,23,7918,64734,4390,1457405,2
15705,599,0,0,eyxnkpsEtcs,0,0,24,588,9224,122,545015,4
4578,20982,1,0,N0MyWD9Y0iM,0,0,20,1905,11150,133,547516,12
18112,23497,0,0,YjvHODgj7Qg,0,0,43,370,1572,40,217773,15
11281,692,0,0,W-KdEjvdG2U,0,0,24,14684,96095,1365,7565300,9
3674,20177,6,0,_zHd2y4EM7w,0,0,20,1264,17598,186,614789,13
5160,17589,0,0,OSYDPhtCyW4,0,0,22,77,1018,326,2018541,2
14878,23769,0,0,c1bU12uF6J0,0,0,20,274,1665,34,88007,9
10320,1866,0,0,unfJAxNHVd0,0,0,20,4802,47650,792,1301206,32
7606,22852,0,0,aG3mT1r9gnc,0,0,43,3066,9950,107,407738,21
20858,23611,0,0,BlDb8stVM8Q,0,0,20,277,1640,47,167401,8
3105,6415,1,0,OoJkY3WvhNM,0,0,22,12032,50976,1629,4076842,4
1702,8811,1,0,hqOPZc5gCJ4,0,0,22,21643,80940,2113,3907373,11
5570,8782,0,0,00eYmNFxfv8,0,0,22,6372,45822,394,1024319,11
3730,13683,0,0,BEWhqKQ7xkI,0,0,20,75,480,29,19855,8
21187,10285,0,0,LCzQL7eo400,0,0,23,45983,297706,15001,32133698,6
16593,21851,1,0,CNnJA7foZHo,0,0,20,1260,4220,47,201126,18
315,14709,0,0,lTwLtnEWxY8,0,0,24,380,3677,430,1435932,5
13984,17410,0,0,u_fj45OiGII,0,0,26,253,1994,794,2555132,3
10570,3758,2,0,zlVSXzSbE_8,0,0,20,19058,71580,936,3774976,18
13633,8212,1,0,X7TPMTXmaAo,0,0,24,4891,102481,390,1363270,6
1588,9202,2,0,erqG8A66gKI,0,0,24,1101,17056,150,279795,12
18789,5869,0,0,6Vtq0Se0s6M,0,0,24,10597,125071,1216,3519682,8
3942,2990,1,0,4MGAWx1nm48,0,0,20,16041,333577,5348,13235258,8
16879,7787,3,0,RirCUnCKke4,0,0,26,15086,43551,570,1971546,10
9921,14843,1,0,69wLKJW5OQM,0,0,24,113,1617,86,508426,2
22057,201,1,0,3qG149YyCCg,0,0,24,2825,99081,1598,2322350,10
6402,20367,5,0,i4KgfT4Rwiw,0,0,20,1181,14488,152,648525,16
4907,21408,2,0,GpZIhEOYI78,0,0,20,2695,12484,130,431286,13
12426,7953,1,0,AKPBLzsXJZk,1,0,26,9076,50612,1602,6046569,12
16381,16505,0,0,4zJ4SEol1Uo,0,0,22,465,1681,107,269903,11
4773,6801,1,0,UARx_Xa0swc,0,0,26,1966,26021,444,587313,9
7581,23847,1,0,MKonG0P2G5U,0,0,20,439,2483,30,117164,16
21619,11079,1,0,0iVakxPim4k,4,0,24,2539,42317,891,748838,45
9334,11233,1,0,dnnd3o1DTSo,0,0,24,6124,110801,1981,3767819,33
4842,9847,0,0,r-Pcxpw-Bm8,0,0,24,570,1638,18,63937,4
9178,7301,2,0,b4Ux7Iz7GBQ,0,0,23,8986,122518,1872,3018526,7
5263,13228,1,0,VuQckWlG_MY,1,0,20,1554,4457,88,158963,29
4808,5077,2,0,R8Qtft2lAfU,0,0,43,56212,215906,10052,21720905,8
21594,20588,3,0,3XzGnt3nzVw,0,2,20,1960,25433,197,881156,20
19133,7424,2,0,_eivLXBebBk,0,0,23,12382,142231,1186,4615017,7
